,Name,Comment,stopword_comment,Hasil Sentimen
125,Meri Susanti,"Yang jadi pertanyaan kalo emang UU ini bagus dan ga ngerubah apa yg ada knp toh di buat ? Kenapa ga memperkuat peraturan peraturan yg ada aja ? Saya buruh 3 bulan sebelum (hoax) UU cipta kerja ini ada di tempat saya kerja sudah berlaku loh , bukan nya saya ga niat nyari kerja yg lebih baik nyatanya kebanyakan perusahaan sudah memakai peraturan yg katanya hoax ini, lantas apakah ini hoax ? Realnya di lapangan rakyat bapa sudah merasakan pahitnya hoax ini ,  Atau emng perusahaan tempat saya bekerja menyalahi aturan pemerintahan ? Hm #sayacumanburuh",pertanyan bagus ngerubah memperkuat peraturan peraturan buruh isu bohong cipta kerja kerja berlaku niat mencari kerja kebanyakan perusahan memakai peraturan isu bohong lantas isu bohong realnya lapangan rakyat bapa merasakan pahitnya isu bohong perusahan menyalahi aturan pemerintahan hm sayacumanburuh,Negatif
126,Rian Rinaldi,"Bapak presiden RI yang terhormat
Bila Setiap UU untuk kepentingan rakyat dan menguntungkan Rakyat saya sangat mendukung dan setuju.
Jadi kan jabatan bapak menjadi ladang amal ibadah bapak.
Rakyat Indonesia dalam ketakutan Indonesia masuk genggaman China.
Tolong di tayangkan di tv nasional isinya UU cipta kerja.",presiden ri terhormatbila kepentingan rakyat menguntungkan rakyat mendukung setuju jabatan ladang amal ibadah rakyat indonesia ketakutan indonesia masuk gengaman china tolong tayangkan tv nasional isinya cipta kerja,Negatif
127,Devotee A.J,Alah jembot ORA urus tai!,allah jembot ora urus kotoran,Positif
128,Chanda Rohimah,Bersama buruh ya hahahah apa bersama koruptor 🤣,buruh hahahah koruptor,Negatif
129,PENASEHAT UMUM,"Tu yg demo kemarin udh nonton video ini blm😂😂😂...situ demo demi kebenaran atau malah ngikutin isu hoax😂😂😂... kasihan bapak presiden kita , masyarakat nya masih banyak yg goblok sok pintar 😂😂😂",tu demo kemarin nonton video situ demo kebenaran ngikutin isu isu bohong kasihan presiden masyarakat bodoh sok pintar,Negatif
130,Rian Rinaldi,"AMDAL lebih di perketat untuk rakyat kecil klo cukung gimana pak?
Bank Tanah : untuk menjamin kepemilikan hak tanah konglomerat China.
Klo rakyat jelata??",amdal perketat rakyat cukung bank tanah menjamin kepemilikan hak tanah konglomerat china rakyat jelata,Negatif
131,Rian Rinaldi,"Bapak presiden RI yang terhormat
Mohon sisakan hutan Indonesia untuk anak cucu nanti. Mereka lahir di tanah kaya alamnya.
Jangan nanti anak cucu cuma hanya meninggalkan kan cerita yang mereka dapatkan.",presiden ri terhormatmohon sisakan hutan indonesia anak cucu lahir tanah kaya alamnya anak cucu meningalkan cerita dapatkan,Negatif
132,Rian Rinaldi,"Pidato baca teks ya pak.
Klo rakyat tidak setuju ya legowo jangan di teruskan.
Jangan selalu di paksakan pak.
Saya tidak setuju UU cipta kerja.
Klo belum melihat isi nya.
Selama ini setiap perubahan undang-undang selalu di tampilkan.
Klo sekarang tidak kenapa????
Apakah sesuai apa yang bapak sampaikan dengan isi UU cipta kerja ???? 
Kenapa selalu ke MK pak?
Cukup belajar di pilpres 2019-2024 saja ketidakpuasan rakyat Indonesia kepada MK.
Mana berani MK membatalkan/ kehendak presiden.
Selalu kembali ke pasal 1.
Mohon Jangan tambah penderita rakyat Indonesia pak.🙏🙏🙏🙏
Lapangan kerja tidak perlu banyak pak.
Tapi kasih modal usaha sebanyak banyaknya kepada rakyat.
 Indonesia dengan mudah.
Dana KUR program bapak itu tidak mudah meminjamkannya harus ada jaminan yang lebih bernilai dari pinjaman.
Pinjaman dana KUR sama syaratnya dengan pinjaman dana bank biasa.",pidato baca teks rakyat setuju legowo teruskan paksakan setuju cipta kerja isi perubahan undang undang tampilkan sesuai isi cipta kerja mk belajar pilpres ketidakpuasan rakyat indonesia mk berani mk membatalkan kehendak presiden pasal mohon penderita rakyat indonesia lapangan kerja kasih modal usaha banyaknya rakyat indonesia mudah dana kur program mudah meminjamkanya jaminan bernilai pinjaman pinjaman dana kur syaratnya pinjaman dana bank,Negatif
133,Butahe 27,Saran kepala BKN dan menpan rb di ganti aja!!!,saran kepala menpan rb ganti,Negatif
134,Butahe 27,"Benar"" mantap ni pemerintah skrang terlalu banyak janji tapi hanya omong doang yg banyak...
Katanya kepala BKN jika perpres PPPK sudah di tandatangani kami siap proses nip bapak dan ibu..
Sekarang bohong smua wkwk kasihan bapak ibu honorer k2 yg lulus kena prank lagi!!!",mantap pemerintah skrang janji omong kepala perpres penjahat kelamin tandatangani proses nip bohong tertawa kasihan honorer lulus kena prank,Negatif
135,Dio Brando,"yg sorga like 
yg neraka komen






tapi bohooong",sorga like neraka komentapi bohong,Negatif
136,Ciroe 148,"PAK JOKOWI,hanya 1 permintaanku hukum mati para koruptor",jokowi permintanku hukum mati koruptor,Negatif
137,Rita Alaska,Tapi sayangnya uu ini bnyk mndpt penolakan dri rakyat. Bgmn ini pak?,sayangnya mndpt penolakan rakyat,Negatif
138,Ismi Wulandari,gaji DPR samain dong sama buruh,gaji dpr samain buruh,Negatif
139,Teddy Christanto,"UU 13 Tahun 2013, Pasal 156: dijelaskan pesangon ""PALING SEDIKIT"".... sedangkan di RUU Cipta kerja 812 halaman, Pasal 156 kalimat ""paling sedikit"" ini DIHILANGKAN....dan hanya ditulis ""DENGAN KETENTUAN SEBAGAI BERIKUT""....inilah yang salah satu bikin pekerja/buruh jadi marah",pasal pesangon cipta kerja halaman pasal kalimat dihilangkan ditulis ketentuan salah bikin pekerja buruh marah,Negatif
140,Kabita Fpv,Berani gak bikin UU korupsi hukum mati..?????,berani bikin korupsi hukum mati,Negatif
141,ReposTerus,Terapkan Hukuman mati jika Korupsi dalam RUU cipta kerja!!!,terapkan hukuman mati korupsi cipta kerja,Negatif
142,Gugugaga Land,koruptor potong leher mau ?,koruptor potong leher,Negatif
143,kontoll,"Pencari kerja : ""mana ni
presiden anjim gw butuh loker haa""
Pemerintah : ""ntar saya cari investor dulu buat buka lapangan pekerjaan"" Investor : ""saya mau invest kalau iklim
usaha bagus & kondusif"" Pemerintah : ""ok, saya bikin UU yg pro
investornya ya"" Pencari kerja : ""Lah??? Kok bikin UU yg pro ke investornya sihh? ngotak banget
anjimm Pemerintah : ""(sunyi senyap sambil
Pemerintah : ""ya biar investor pada
masuk jadi kelen bisa bekerja"" Pencari kerja : ""bacot lu, demo ahh
jangan lupa bakar fasilitas umum"" Investor : ""buset barbar amat, fasilitas
umum aja dibakar apalagi pabrik gw nanti, gk jadi investasinya ahh""
beresin sisa puing kerumunan demo yg merusak lalu mencabut UU nya)""
Pencari kerja : ""good dicabut UU nya, tapi saya butuh pekerjaan juga ni
carikan investor nya dong"" Pemerintah : ""(garuk2 kepala) yaudah
saya buat UU pro buruh"" Pencari kerja : ""nah gitu dong""
Investor : ""buset, itu UU bikin gw rugi di negara sampeyan"" investor?? Gk becus amat lu kerja!!!
dan gk balik modal, gk mau invest ahh
Pencari kerja : ""woi presiden, mana ni lapangan pekerjaan??? Masak gk ada
Mending lu turun deh""
Pemerintah : ""(geleng2 kepala)""",pencari kerja nipresiden anjim butuh loker tertawa pemerintah sebentar cari investor buka lapangan pekerjan investor invest iklimusaha bagus kondusif pemerintah bikin proinvestornya pencari kerja bikin profesional investornya ngotak bangetanjim pemerintah sunyi senyap sambilpemerintah biar investor padamasuk kelen pencari kerja bicara demo ahjangan lupa bakar fasilitas investor buset barbar fasilitasumum dibakar pabrik investasinya membereskan sisa puing kerumunan demo merusak mencabut pencari kerja god dicabut butuh pekerjan nicarikan investor pemerintah garuk kepala yaudahsaya profesional buruh pencari kerja investor buset bikin rugi negara investor becus kerja modal invest ahpencari kerja woi presiden lapangan pekerjan masak adamending turun deh pemerintah geleng kepala,Negatif
144,BoleDesign,jangan baca text screen pak pidato nya. kalau bisa jangan berpidato kalau isinya ngomongin hoax doang....,baca text scren pidato berpidato isinya membicarakan isu bohong,Negatif
145,BoleDesign,kasian nih boneka pusing pasti dia 🙂 semoga sukses dan diberi kekuatan sampai akhir jabatan pak,kasian boneka pusing semoga sukses kekuatan jabatan,Positif
146,Alwi husein Al habib,"Dia baca teks yang disediakan di depannya

Change my mind",baca teks disediakan depanyachange mind,Negatif
147,Alwi husein Al habib,Oh ini Presiden kebanggaan pemuda harapan pemerintah.,oh presiden kebangan pemuda harapan pemerintah,Positif
148,Sutan Ilmi,"Mereka - reka UU Cipta Kerja, sebuah judul pada acara Mata Najwa. Adalah realita pada kondisi seperti ini. Kau bilang hoax untuk membela diri, Dan membuat UU lagi tanpa adanya diskusi. Inikah negara demokrasi?, Hmm bagiku tidak. Sejarah dapat di ubah oleh yang berkuasa. Jika tidak mau di bilang hoax, dimana UU tertulisnya?. Kenapa kau hanya memperlihatkan kertas yang isinya dapat di coret coret dengan sangat mudah. Pak Jokowi, kau hanyalah boneka para pejabat negri. Pergi ke Kalimantan lalu pulang, dan perpidato seakan-akan tau segalanya padahal kau hanya di beri selembar kertas oleh pejabat negri untuk di pidatokan. Wahai pemuda pemudi. Ini negara demokrasi, jadilah singa saat berpolitik. Jangan mau terbodohi oleh sekumpulan tikus berdasi.

SURABAYA, 14 OKTOBER 2020",reka cipta kerja judul acara mata realita kondisi bilang isu bohong membela diskusi negara demokrasi hm bagiku sejarah ubah berkuasa bilang isu bohong dimana tertulisnya kertas isinya coret coret mudah jokowi boneka pejabat negri pergi kalimantan pulang perpidato seakan selembar kertas pejabat negri pidatokan pemuda pemudi negara demokrasi singa sat berpolitik terbodohi sekumpulan tikus berdasi surabaya oktober,Negatif
149,londoasoe,"Tarik Pak, Semongkoo🥥",tarik semongko,Negatif
150,MassE Chanel,Pernyataan yg biasa2 aja mungkin netizen +62 dah mulai luntur kepercayaanya terhadap pemerintahan yang sekarang inih,pernyatan netizen deh luntur kepercayanya pemerintahan inih,Negatif
151,Nuti Akbar,Suksesnya pakde memimpin negeri ini 😂,suksesnya pakde memimpin negeri,Negatif
152,Iman Saputro,"Salahnya pemerintah,janji kampanye kaya esemka ,lapangan kerja aja blm acc udh otak atik uu yg blm jelas isinya,,,",salahnya pemerintah janji kampanye kaya esemka lapangan kerja ac otak atik isinya,Negatif
153,Putra Purba,Pak peresiden ini adalah budaya usang yg tdk ada mampaatnya dari dulu dulu nya  kok  hobby selalu memutar balik kan peraturan  tangkap aja pak peresiden ini tanganya tangan dajal pak peresiden pun udah tauh dari dulu   ini metasuk administrasi negara yg benar biar tdk terjadi berulang ulang wsm amin,peresiden budaya usang mampatnya hoby memutar peraturan tangkap peresiden tanganya tangan dajal peresiden tauh metasuk administrasi negara biar berulang ulang wsm amin,Negatif
154,EXPLORE BANKER TV,"Merger 3 Bank Syariah

https://youtu.be/NIJ_xJqIny0",merger bank syariah,Positif
155,NKRI Jaya,"ketok UU tapi draft UU masih ghoib, tidak nampak...kan aneh!",ketok draft ghoib nampak aneh,Negatif
156,coca cola,"Intinya!!! KORUPSI HILANG NEGARA MAKMUR, INDONESIA MAJU!",intinya korupsi hilang negara makmur indonesia maju,Negatif
157,Putra N W,Kang ridwan kamil aja dah wapres nya,kang ridwan kamil deh wapres,Negatif
158,EC KO,"Pak, presiden tolong pantau dengan kota kami kota bau bau sulawesi tenggara.... masih banyak yang membutuhkan bantuan disana banyak pengangguran  juga pak.😟😟😟",presiden tolong pantau kota kota bau bau sulawesi tengara membutuhkan bantuan disana penganguran,Negatif
159,Bo Geng,Buat RUU yg kaya tambah kaya yg miskin tambah miskin,kaya kaya miskin miskin,Positif
160,Fitria Anggraini,Teks berjalan..,teks berjalan,Negatif
161,Manusia Biasa,"1. Kenapa tidak berani jumpai pendemo jika merasa benar ??
Klarifikasi dengan perwakilan pendemo poin demi poin yg diricuhkan...
Tak pernah sekalipun anda mau utk berjumpa dgn begitu banyaknya rakyat yg berharap utk bisa berdiskusi, mengutarakan asa dgn anda ?

2. Kenapa tidak menciptakan UU yg jelas akan didukung oleh rakyat ; Hukuman MATI bagi pelaku korupsi 

Kalian tidak takut Tuhan ??",berani jumpai pendemo klarifikasi perwakilan pendemo poin poin diricuhkan berjumpa banyaknya rakyat berharap berdiskusi mengutarakan asa menciptakan didukung rakyat hukuman mati pelaku korupsi takut tuhan,Negatif
162,Risma Official,"MAAF SEBELUMNYA, minusnya Indonesia itu susah dibilangin, maka dari itu dgn bpk presiden terhormat membuat Vidio ini itu blm menjadi sebuah alasan untuk menerima uu ini, Indonesia itu harus kejeduk dulu baru sadar, kita harus dijelasin dgn jelas²nya temuin baik² undang para organisasi yg menolak uu ini, adanya komunikasi Itu penting, karena gk semua orang bisa dijelasin melalui Platfrom digital, Alasan Covid, bisa menggunakan protokol",maaf minusnya indonesia susah dibilangin presiden terhormat vidio alasan menerima indonesia kejeduk sadar dijelasin temuin undang organisasi tolak komunikasi orang dijelasin platfrom digital alasan covid mengunakan protokol,Negatif
163,Kim Gongju,"👤 : ""kami menerima pendapat rakyat""
Rakyat : KORUPTOR HUKUM MATI!! 
👤 : ..............
Yg keluar⤵
👤 : UU cipta kerja OL
Rakyat : ""kami menolak!""
👤 : ""ini demi kepentingan rakyat""

Hah? Apa tdi? apa? Menerima pendapat rakyat?? Kepentingan rakyat?? Tolong instropeksi diri masing-masing 🙏
Dimohon untuk semua pihak no anarkis no brutal, kita cinta damai oke!?",menerima pendapat rakyat rakyat koruptor hukum mati cipta kerja olrakyat tolak kepentingan rakyat menerima pendapat rakyat kepentingan rakyat tolong instropeksi dimohon nomor anarkis nomor brutal cinta damai oke,Negatif
164,Muhammad Ramdhan nugraha,"tolong lah dibaca komentar-komentar ini, dan tolong sampaikan kepada bpk, presiden, komentar ini bukan iklan tetapi argumen.",tolong dibaca komentar komentar tolong presiden komentar iklan argumen,Negatif
165,De Cent,"mediaBBC England yang mencakup demo RUU
https://youtu.be/d_ogyVC1Ybk
tentu saja mereka termakan hoax yang masif ini,  silakan di urus sebelom terlambat",mediabc england mencakup demo termakan isu bohong masif silakan urus terlambat,Negatif
166,Dika Toki,"Mau tanya draft ruu cipta kerja yang final udah ada belum? Udah di share belum?
Halaman yang dikurangi karena apa ?
Yang di maksud hoax itu diambil dari draft yang mana ?
Memang gitu ya sebelum draft final udah ketok palu ?
Nanti kalo ada penyelundupan pasal gimana ?",draft cipta kerja final share halaman dikurangi maksud isu bohong diambil draft draft final ketok palu penyelundupan pasal,Negatif
167,Aldi Maulana,Kenpa baru di beri penjelasan sekarang kenapa ga dari kemarin kemarin sebelum ter demo dan kerusuhan ..,kenpa penjelasan kemarin kemarin ter demo kerusuhan,Negatif
168,zzd b,Yang ikut demo tolak UUD cipta kerja menurut saya kumpulan orang tolol dungu.😀,demo tolak cipta kerja kumpulan orang tolol bodoh,Negatif
169,Andirya Merdeka,"Kalo memang isi RUU cipta kerja yang beredar adalah hoax, kenapa pak benny beriskeras menentang???? Dan dalam wawancara pak benny beliau menentang isi RUU cipta kerja sesuai dengan yang beredar di masyarakat melalui media sosial. Astagfirullah, ingat setiap perbuatan dan perkataan ada pertanggung jawabannya dihadapan Allah Swt. Nantinya. Menjadi pemimpin harus amanah😊😊😊😊",isi cipta kerja beredar isu bohong beny beriskeras menentang wawancara beny beliau menentang isi cipta kerja sesuai beredar masyarakat media sosial astagfirulah perbuatan perkatan pertangung jawabanya dihadapan allah swt pemimpin amanah,Negatif
170,Dikalasepimendamba Gusmang,Saya tidak percaya pak kecuali yang kurupsi di hukum mati,percaya kecuali kurupsi hukum mati,Negatif
171,Resti Arisanti,Lancar banget bacanya,lancar banget bacanya,Positif
172,tsunade senju,ampun bang jago ampun bang jago,ampun bang jago ampun bang jago,Negatif
173,Dien Sadono,Yg kemarin demo. Demo apa?????,kemarin demo demo,Negatif
174,Nia Anggraini,Intinya masyarakat sudah hilang percaya sama pemerintah,intinya masyarakat hilang percaya pemerintah,Negatif
175,Red Eagle,"Sangat setuju atas penjelasan,, BPK biar masyarakat TDK simpan siur,,,",setuju penjelasan biar masyarakat simpan siur,Negatif
176,Abdul Haris,"Mohon kpd bpk presidan yg aku banggakan,tolong buka peluawang pendidikan berwira swasta dan pelatihan kerja sebanyak mungkin biar adek2 mahasiswa atau yg buru lulus bisa lebih fokur terhadap ekonomi keluarga masing2 kedepan trmks",mohon presidan bangakan tolong buka peluawang pendidikan berwira swasta pelatihan kerja biar adek mahasiswa buru lulus fokur ekonomi keluarga kedepan trmks,Negatif
177,Fauzan AbuBakar,Kok setelah pak presiden press release saya makin runyam y?! 😂,presiden pres release runyam,Negatif
178,Dimas Pratama,Urusan urusan urusan urusan urusan urusan...  urusin rakyatmu pak.😂,urusan urusan urusan urusan urusan urusan urusin rakyatmu,Negatif
179,sondang dongoran,Sehat selalu pakde❤️😭❤️,sehat pakde,Positif
180,siippp,Mulo ampun ikut2 berita Hoax  ... Mangke ndak gagal paham malih 😜😜😜,mulo ampun berita isu bohong mangke gagal paham malih,Negatif
181,Nazmi & Reefa,Kalau boleh komen Rezim sekarang sudah OTORITER main tangkap dan Pukul massa demo. Nanti udah mau PEMILU pake jurus sinetron pura2 baik dan kasih serangan fajar menang pemilu lagi karna di negara kita masih banyak pemilih belum cerdas.,komen rezim otoriter main tangkap demo pemilihan pakai jurus sinema elektronik pura kasih serangan fajar menang pemilihan negara pemilih cerdas,Positif
182,Cinta Damai,"Hidup dibulgaria ini mmng serasa gx pnya presiden gx punya wakil rakyat,,,wakil rakyatnya ngesahin uud tengah mlm,,,presidennya cm bacot hoax,,,aparat sm mentri yg dibhs kerusuhan.bacot basi,.beruntungnya kalian yg tinggal diindonesia,,,preaidennya merkyat,,wakil rakyatnya bener2 menyuarakan suara rakyat.",hidup dibulgaria mng serasa gx pnya presiden gx wakil rakyat wakil rakyatnya ngesahin mlm presidenya cm bicara isu bohong aparat sm mentri dibhs kerusuhan bicara basi beruntungnya tingal dindonesia preaidenya merkyat wakil rakyatnya menyuarakan suara rakyat,Negatif
183,xxalviin,"Harus lebih berdaulat,saya rasa kurang diperhatikan sekarang",berdaulat diperhatikan,Negatif
184,rosedew,"liat komen isinya begini semua, pada ga nonton sampai habis ya? wkwkwk",lihat komen isinya nonton habis,Negatif
185,fahmi yagsan,Pak koruptor jangan dikasih potongan masa tahanan muluk pak dikasih hukuman seberat beratnya biar dineraka engga kaget nantinya hukuman mati lebih manusiawi,koruptor dikasih potongan tahanan muluk dikasih hukuman seberat beratnya biar dineraka enga kaget hukuman mati manusiawi,Negatif
