,Name,Comment,stopword_comment,Hasil Sentimen
227,Daka Udin,"Kalau bikin Komitmen itu Harus ditempuh sesuai yg seharusnya. 
Cabut UU.No.11/ 2020",bikin komitmen ditempuh sesuai pergi nomor,Negatif
228,Kons Kons,Mantap bapa  presiden kami rakyat indonesia tetap berdoa utk mu supaya bapa tetap  sehat dan negara semakin maju,mantap bapa presiden rakyat indonesia berdoa mu bapa sehat negara maju,Positif
229,hi provit 781,Salam dari petani.... Di daerah kami Pupuk mahal dan kelangkaan gas elpiji,salam petani daerah pupuk mahal kelangkan gas elpiji,Negatif
230,Edi Kamau,"Punya presiden gini amat, ora ada bagus2 nya,,,,,investor aja yg dipikirin, rakyat termasuk buruh ora dipikirin,,,,parah....parah",presiden ora bagus investor dipikirin rakyat buruh ora dipikirin parah parah,Negatif
231,R H,"Dulu katanya konstitusional...
Sekarang gmana..?
Ngotot aja sih",konstitusional ngotot,Negatif
232,Yonda FH,Lagian yg pada demo buruh bukan bertukur masih kerja digaji...kita lagi baru merintis ini mencari nafkah jgn sampai nanti karena demo jadi naik lagi angka Corona dan ppkm lagi...jgn lah oposisi mentingin perut sendiri...ingat sebagian rakyat sedang berjuang juga memulihkan ekonominya,demo buruh bertukur kerja digaji merintis mencari nafkah demo angka corona pkm oposisi mentingin perut rakyat berjuang memulihkan ekonominya,Negatif
233,Candra Susetyo,Semangat pak Jokowi semangat seluruh rakyat Indonesia 👍🇮🇩,semangat jokowi semangat rakyat indonesia,Positif
234,My Xenia,Lanjutkan!!,lanjutkan,Positif
235,Nuriati Bkl,Pak Jokowi semoga sehat selalu pak Jokowi....,jokowi semoga sehat jokowi,Positif
236,JANUR22,Maju terus pantang mundur pakde 👍👍👍👍🇮🇩🇮🇩🇮🇩🇮🇩,maju pantang mundur pakde,Positif
237,Sholekhah SUBIC,"Mugi mugi Allah taallah paring semuanya berjalan lancar dan sukses ...
Semoga sehat selalu bpk2..",mugi mugi allah talah paring berjalan lancar sukses semoga sehat,Positif
238,Rama Donz,"Presiden yg cerdas.
Maju trus pak joko widodo,  sampai ajal menjemputmu dan mendapatkan pengadilan sesungguhnya di akhirat.",presiden cerdas maju joko widodo ajal menjemputmu pengadilan sesunguhnya akhirat,Positif
239,tv brekele teknic,Klau ada buruh yg tidak setuju dengan uu cipta kerja tlong perusahan dimana saja jika ada buru yg ikut demo pecat saja masih banyak yg butuh perkerjaan .,klau buruh setuju cipta kerja tlong perusahan dimana buru demo pecat butuh perkerjan,Negatif
240,Abel Hevaraju,tegas terukur,terukur,Positif
241,R winoto setiawan,lanjutkan pak. kaum yg doyan ngumpulin kekayaan dari demo dan kaum mafia smoga bisa di eliminasi secepat nya. Indonesia ruwet gara2 mreka dan MEDIA TV dan internet yg parah banget!!,lanjutkan kaum doyan ngumpulin kekayan demo kaum mafia smoga eliminasi secepat indonesia ruwet gara mreka media tv internet parah banget,Negatif
242,Rico Rico,Sing menjanin gusti Alloh mas,sing menjanin gusti aloh mas,Negatif
243,Sri Rahayu,Optimis maju untuk Indonesia yg beradab dan sejahtera.,optimis maju indonesia beradab sejahtera,Positif
244,hasrul as,2 tahun Pak tidak kelamaan itu.waktu Ma membatalkan Bpjs 160 turun ke 80 ribu anda membuat perpu kembalikan ke 150.dan akhirnya sampai sekaran saya tidak lagi bayar.jadi anda pro rakyat atau pro investasi pak,kelaman ma membatalkan bpjs turun ribu perpu kembalikan sekaran bayar profesional rakyat profesional investasi,Negatif
245,Aina Agraina,Tetap berjuang penuh semangat para buruh Indonesia dan para pencari kerja/pekerjaan...perjuangan kalian msh panjang sampai rezim ini berakhir,berjuang penuh semangat buruh indonesia pencari kerja pekerjan perjuangan rezim,Positif
246,Gede Budiarsa,Propokator kesiangan krn pk jokowi yg genius lubang tikus pun disumbat,propokator kesiangan penjahat kelamin jokowi genius lubang tikus disumbat,Negatif
247,toni G. Soekarjono,"Tetap Semangat ... kiranya Tuhan selalu melindungi dan menolong Pak Dhe dan Kabinetnya, aamiin",semangat tuhan melindungi menolong dhe kabinetnya amin,Positif
248,BISMILLAH KITA MULAKAN,"Harus berpihak kepada rakyat, karena rakyat yg memilih elu",berpihak rakyat rakyat memilih,Negatif
249,Nassirin Kodim,Kalau bermalah ga berlaku lah pak,bermalah berlaku,Negatif
250,AGGRESSiVE,Lama banget 2 tahun wjwk,banget wjwk,Positif
251,Ali Husen,Maju trus pak klu Indonesia mudah cari kerja kami TKI ingin pulang cari makan di negri sendiri. bosan di arab,maju klu indonesia mudah cari kerja tki pulang cari makan negri bosan arab,Negatif
252,Gombal Mukiyo702,Indonesia waspada banjir jg ya om ..,indonesia waspada banjir om,Negatif
253,Ocok Rarebel,UU Cipta Kerja tidak relevan dan untung MK membatalkan.,cipta kerja relevan untung mk membatalkan,Negatif
254,bagus prasetiyo,"Buruh nasibnya bagaimana kalo ada pengusaha yang tidak baik. Mohon untuk menghukum oknum pengusaha.
Dan mohon dukung pengusaha yang baik dalam pengelolaan limbah dan kesejahteraan buruh nya.

Wahai pengusaha anda boleh cari untung tapi jangan buntungkan negri ku🙏",buruh nasibnya pengusaha mohon menghukum oknum pengusaha mohon dukung pengusaha pengelolan limbah kesejahteran buruh pengusaha cari untung buntungkan negri,Negatif
255,Tanjung Morawa,"kalau sdh ada ancaman demo besar2an baru semua bingung ...ypo ora kat awal 
mata picek ....coba pemerintah jgn tungguh ada demo baru di tindak lanjuti ..
2 tau bisa cari masa kan",ancaman demo besaran bingung ypo ora kat mata picek coba pemerintah tunguh demo tindak lanjuti cari,Negatif
256,BY channel,"Apa gunanya putusan MK unfaedah, uu cipta kerja ttp berlaku seluruhnya tanpa brkurang satu pasal pun.
UU celaka ini bnr bnr bencana dan sdh memakan korban masyrakat.",gunanya putusan mk unfaedah cipta kerja berlaku brkurang pasal celaka bnr bnr bencana memakan korban masyrakat,Positif
257,Iman Gila,teori mudahnya dn sederhana sekali ...mau gaji besar tpi pekerjaan tidak ada ...apa gaji yg lumayan kerjaannya ada ....ini hukum majikan dn pekerja ...gimana mau bayar gaji klau usahanya ngak ada untung ...kuncinya adalah ...hrus sama mengerti dn sling memaklumi,teori mudahnya dn sederhana gaji pekerjan gaji lumayan kerjanya hukum majikan dn pekerja bayar gaji klau usahanya ngak untung kuncinya mengerti dn sling memaklumi,Negatif
258,D N,Undang2 gak masuk akal,undang masuk akal,Positif
259,Kelien 60,"Lihat,,,, ,, masyarakat ,, yang butuh pekerjaan,,,,,, kenyataan semakin sulit,,,,,,.. Indonesia punya UUD 45,,,,,tolong,,  dilaksanakan,,,,,,..",lihat masyarakat butuh pekerjan kenyatan sulit indonesia tolong dilaksanakan,Negatif
260,r&hochannel,"Saran, kalo DPR MPR dibubarin gimana pak? Soalnya ngabisin anggaran , wakil rakyat kaya raya ,rakyat menderita umr 4,4 DKI Jkt",saran dpr mpr dibubarin ngabisin angaran wakil rakyat kaya raya rakyat menderita umr dki jakarta,Negatif
261,roeyata 12,Semoga lancar semuanya dan Indonesia terus maju Pak,semoga lancar indonesia maju,Positif
262,Otong Marly,"Tolong dong, bubarin Ormas"" Yang meresahkan masarakan di bikin sampah doang di mata...",tolong bubarkan ormas meresahkan masarakan bikin sampah mata,Negatif
263,alifioneshare,kaum buruh klau ingin nasibmu berubah... USAHA bentuk UKM... jangan sedikit gk cocok laukY demooo.... saya dukung UU ciptakerja...,kaum buruh klau nasibmu berubah usaha bentuk ukm cocok lauky demo dukung ciptakerja,Negatif
264,burman burman,"Apapun yg bapak presiden jokowidodo  lakukan u/n Indonesia rakyat percaya dan sangat membutuhkan bapak... sehat terus bapak demi rakyat amin, yg selama ini tidak dapat d dapat d lakukan presiden sebelum ny",apapun presiden jokowidodo lakukan indonesia rakyat percaya membutuhkan sehat rakyat amin lakukan presiden ny,Positif
265,wito nug,semoga INDONESIA menjadi negara maju bukan hanya menjadi negara berkembang trus. yang bisa sejajar dengan AMERIKA maju terus pak presiden walaupun banyak halangan yang menghadang.,semoga indonesia negara maju negara berkembang sejajar amerika maju presiden halangan menghadang,Negatif
266,Ninik Sulisti,Sehat wa .BPK ngra.....bismilah SMG NKRI..amn dmai sjhtera,sehat wa ngra bismilah semoga nkri amn dmai sjhtera,Positif
267,Tri Hernawati,"Walaupun saya ga ngerti, but I always beside you sir. Tegas.....lugas.....berani........takbir!!!",mengerti but always beside you sir lugas berani takbir,Positif
268,Farhan Hasanudin,"UU yg baik dan benar memang harus tetap dijalankan, sekalipun banyak pihak yg berusaha utk menghambatnya. Konsisten dlm bersikap dan tdk cari populer itulah Jokowi. Smg Presiden senantiasa dlm lindungan Allah SWT, aamiin YRA.",dijalankan berusaha menghambatnya konsisten bersikap cari populer jokowi semoga presiden senantiasa lindungan allah swt amin yra,Positif
269,Gindo meha.,"YA Tuhan lindungilah Bp Presiden,,jasa beliau tanpa batas bagi kemakmuran masyarakat",tuhan lindungilah bp presiden jasa beliau batas kemakmuran masyarakat,Negatif
270,Joko Beringas,"Luar biasa 👍! Mantap 👍! 
Kerja Nyata.
Indonesia maju.
Membuka lapangan pekerjaan baru.

Jangan lupa sebat dulu sambil seruput ! Biar bisa nyimak secara lebih mendalam. 🇮🇩🇮🇩🇮🇩",mantap kerja nyata indonesia maju membuka lapangan pekerjan lupa sebat seruput biar nyimak mendalam,Negatif
271,Isro45 Aeliyah45,adeh mulutnya pemimpin kok gitu amat dah tempe jadi dele,adeh mulutnya pemimpin deh tempe dele,Negatif
272,yama shiro,Mempertahankan investor lebih sulit,mempertahankan investor sulit,Negatif
273,ary hartoto,G pakai tele2.. Tegas.. Lugas.... Dan jelas,pakai tele lugas,Positif
274,Nuryana Saleh,"Waktu yg akan menjawab apakah buruh akan sejahtera dgn adanya UU cipta kerja.smoga pkde Jokowi bs melihat langsung nasib buruh skrng ini?kontrak 1 THN mau dpt THR d PHk.sedih deh pokoknya.nanti dpt kerja lg kl SDH lebaran,mau lebaran PHK lg.terus gmn ini pkde Jokowi solusinya? Jgn pengusaha yg d beri solusi tp rakyatnya hrs d suruh mengerti hidup tertindas.
Pkde buka lapangan kerja spy rakyat sejahtera tp kenyataanya pengusaha semena2,mhn sistem kerja kontraknya d hapus.pesangon ttp seperti dl.dgn adanya UU ini pengusaha bnyk alasan Ng mau Ngasih pesangon,n semena2 memutuskan hubungan kerja.
Piye jal pakde jokowi.mohon pkde hapus UU cipta kerja.",buruh sejahtera cipta kerja smoga pkde jokowi langsung nasib buruh skrng kontrak thr phk sedih deh pokoknya kerja lebaran lebaran phk pkde jokowi solusinya pengusaha solusi rakyatnya suruh mengerti hidup tertindas pkde buka lapangan kerja rakyat sejahtera kenyatanya pengusaha semena mohon sistem kerja kontraknya hapus pesangon pengusaha alasan ng pesangon semena memutuskan hubungan kerja piye jal pakde jokowi mohon pkde hapus cipta kerja,Negatif
275,Aria Topa Wibowo,Bertentangan tapi masih berlaku. Iki piye toh.,bertentangan berlaku iki piye,Negatif
276,Tumini Tumini,"Seharuse gaji pabri 3jt,biar cukup untuk kebutuhan sehari""seperti Taiwan,buruh petani SM pejabat sejajar Gajinya bs cukup,beli daging,buah.buat sehari""",seharuse gaji pabri jt biar kebutuhan sehari taiwan buruh petani sm pejabat sejajar gajinya beli daging buah sehari,Negatif
277,Nurhadi almix,President Joss.. utang e akeh.. hhhhh..,presiden jos hutang akeh h,Positif
278,Sofyan Berau,Ooyyyy ingat penderitaan rakyat,oy penderitan rakyat,Negatif
279,Aneuk Nanggroe Channel,Sehat selalu pak presiden🙏🙏🙏,sehat presiden,Positif
280,Abdul Halim,Pak jokowi pantas meneruskan kepemimpinanya sampai 3 peiode biar indinesia maju dan sejahtra .presiden yg terbaik dan merakyat,jokowi meneruskan kepemimpinanya peiode biar indinesia maju sejahtra presiden terbaik merakyat,Positif
281,freshoot,kmajuan indo trrhambat 150thn  gegara 2 periode pimpinan beliau!,kmajuan indo trhambat gegara periode pimpinan beliau,Negatif
282,Beyonce Fortune,Matur suwun Mr. President. Bapak leader yg selalu berada di depan membela agenda dan keputusan yg sdh dibuat..membawa kepastian dan ketenangan bagi rakyat. Proud of you. Sehat selalu Bapak..Tuhan menjaga dan melindungi selalu.,matur suwun mr presiden leader membela agenda keputusan membawa kepastian ketenangan rakyat proud of you sehat tuhan menjaga melindungi,Positif
283,Rafia Rat,Assalamualakum Alham Dullillah ❤😀😀,asalamualakum alham dulilah,Negatif
284,freshoot,peetama kali di dunia ada UU inkonstitusional(hrs ditolak) tapi di berlakukan(bersyarat pula) hukum semakin amburadul!,petama kali dunia inkonstitusional ditolak berlakukan bersyarat hukum amburadul,Negatif
285,freshoot,yg komen cerdas dan pake akal sehat di sini jangan di blokir🤗🤗🤦,komen cerdas pakai akal sehat blokir,Positif
286,freshoot,yg ngomong keritis di sini jangan di bungkam!?,bicara keritis bungkam,Negatif
287,calon dermawan,Gaspol terus pakde,gaspol pakde,Positif
288,Ikhwan Channel,Saya yakin uu ciptaker akan batal.,ciptaker batal,Negatif
289,Andi Piliang,"Mantap pak presiden... 
Tp syg diblkg ada opung PCR.",mantap presiden sayang diblkg opung pcr,Positif
290,Suryani Yani,Saya percaya pak Jokowi,percaya jokowi,Positif
291,Asus Zenfone,"Pemimpin harus jelas ,tegas membangun negaranya..........abaikan semua yg menghambat program negara.........bikin gaduh gilas semoga dg keputusan MK akan membuka pelyar kerja buat angkatan muda Indonesia.",pemimpin membangun negaranya abaikan menghambat program negara bikin gaduh gilas semoga keputusan mk membuka pelyar kerja angkatan muda indonesia,Negatif
292,susilan kartini,"Demi NKRI,",nkri,Positif
293,ROY,Kan uda inkustisional cabut aja wi..jgn bikin. Bingung buruh..dipaksakan jga percuma,inkustisional pergi wi bikin bingung buruh dipaksakan,Negatif
294,zha tutik,"Maaf pak presiden,, kenapa di Jatim kebanyakan pabrik di bikin CV semua,pdahal jelas namanya PT ,, jam kerja 10-12 jam,gajinya kecil,,",maaf presiden jatim kebanyakan pabrik bikin cv pdahal namanya pt jam kerja jam gajinya,Negatif
